Taxon,Cluster
6999_7#10,7
13224_7#58,7
22695_3#221,7
10208_2#10,7
6470_3#5,7
15682_6#75,7
13091_4#47,7
23584_8#160,7
4882_8#10,7
21903_8#238,7
6925_1#69,7
6512_2#9,7
22695_3#210,7
15995_2#59,7
15191_7#26,7
6569_8#1,7
14566_8#8,7
6569_8#16,7
12299_2#76,7
21903_8#227,7
22984_8#63,7
15191_5#52,7
11860_1#86,7
6486_6#9,7
23584_8#143,7
21946_6#14,7
13091_1#93,7
21946_6#154,7
15191_8#18,7
14566_8#38,7
15531_2#57,7
23495_7#51,7
15531_6#94,7
7622_4#2,7
21903_8#130,7
21903_8#300,7
15608_2#23,7
13682_2#10,7
9953_7#62,7
15378_2#46,7
15608_3#69,7
22695_3#326,7
22841_1#160,7
11860_4#40,7
15682_7#48,7
11826_3#51,7
15873_7#24,7
7622_3#92,7
13682_1#92,7
15873_5#58,7
20427_5#51,7
15873_7#61,7
10050_2#34,7
11657_2#20,7
11860_4#5,7
11861_5#16,7
15940_7#16,7
18787_3#30,7
22695_3#277,7
14672_3#46,7
6999_3#15,7
19341_2#176,7
12274_6#36,7
22841_2#181,7
22695_3#193,7
22695_3#300,7
24861_1#322,7
15940_1#18,7
11860_5#32,7
11860_4#37,7
7444_8#41,7
9221_3#12,7
6472_8#8,7
22695_3#155,7
15608_2#19,7
9221_4#13,7
15191_7#1,7
21946_6#93,7
15191_6#24,7
13681_1#79,7
21946_6#136,7
19787_6#37,7
14412_3#59,7
17262_1#2,7
6999_6#5,7
21127_1#38,7
23495_7#1,7
11861_2#58,7
12274_4#84,7
15940_3#4,7
14723_6#82,7
6486_5#6,7
13681_1#9,7
21903_8#336,7
6570_1#7,7
10208_2#54,7
15191_7#51,7
13154_2#83,7
14937_1#13,7
15191_7#14,7
13091_4#75,7
22984_8#38,7
12299_2#61,7
15873_6#1,7
13091_3#48,7
9950_2#80,7
21903_8#90,7
11860_8#82,7
19183_3#11,7
15940_4#11,7
21903_8#82,7
23495_7#48,7
21999_8#8,7
15608_2#63,7
11861_5#32,7
11826_4#15,7
12837_3#61,7
14672_3#82,7
9953_7#77,7
11893_1#11,7
15874_8#31,7
15940_2#39,7
24820_2#145,7
13682_1#71,7
21999_8#33,7
4882_5#1,7
15682_8#66,7
11860_7#85,7
6999_7#6,7
23495_7#16,7
22695_3#299,7
6512_3#19,7
15191_7#29,7
12837_4#71,7
15940_4#4,7
22695_3#15,7
22841_3#128,7
17059_6#83,7
15191_7#56,7
11826_3#35,7
13682_1#68,7
11861_1#32,7
13091_2#21,7
18814_1#9,7
10868_6#24,7
14520_4#57,7
15191_7#18,7
6472_7#24,7
10208_2#68,7
22695_3#321,7
13682_2#82,7
13682_2#68,7
22695_3#186,7
15940_6#21,7
13682_2#45,7
15940_6#45,7
13091_3#22,7
15191_7#6,7
11861_2#85,7
12274_6#62,7
23495_7#83,7
10050_2#13,7
19787_6#36,7
15191_6#70,7
6486_6#13,7
15608_4#78,7
10050_2#59,7
16399_8#32,7
6930_8#13,7
14672_3#35,7
22276_1#175,7
21053_8#183,7
6472_6#17,7
15682_1#60,7
6999_5#3,7
22695_3#85,7
24775_1#170,7
11860_6#29,7
21903_6#170,7
15682_7#24,7
15191_8#12,7
21903_8#356,7
10868_5#24,7
13415_4#51,7
13682_1#43,7
16399_8#83,7
7622_2#5,7
12291_5#16,7
6470_5#4,7
15191_5#65,7
12291_4#36,7
15873_5#43,7
12291_3#82,7
20427_4#35,7
21946_6#329,7
22695_3#138,7
16399_8#60,7
18814_1#66,7
19787_5#42,7
11860_5#95,7
23495_7#85,7
14566_8#32,7
7001_2#22,7
13414_3#25,7
19341_1#48,7
32139_2#379,7
15940_4#80,7
15191_5#67,7
15873_2#32,7
11861_3#5,7
14913_6#11,7
19084_7#117,7
12378_4#21,7
19787_6#19,7
13091_1#2,7
15940_2#11,7
6925_2#85,7
15940_7#53,7
17150_5#38,7
20427_5#72,7
17175_7#6,7
21127_2#163,7
6930_8#14,7
12378_4#37,7
17150_5#44,7
15608_2#71,7
32139_2#260,7
15682_1#11,7
21903_8#104,7
15608_4#53,7
22984_8#24,7
11860_5#26,7
6486_5#2,7
21946_6#12,7
11860_5#4,7
15940_7#48,7
22841_1#135,7
7622_4#26,7
9953_7#60,7
13414_3#31,7
22695_3#99,7
6570_1#2,7
16453_3#44,7
12082_1#46,7
15873_7#22,7
9221_5#36,7
13224_7#21,7
15191_7#17,7
13414_3#30,7
9221_5#86,7
15841_2#77,7
11861_4#11,7
21903_6#178,7
11860_4#64,7
13091_3#49,7
11657_1#78,7
14520_8#71,7
17150_6#66,7
14566_8#10,7
10208_2#82,7
32036_8#103,7
23495_7#60,7
13682_2#7,7
9262_3#70,7
11893_1#27,7
23584_8#65,7
11861_2#47,7
11657_2#35,7
11657_2#27,7
13415_4#24,7
15682_8#45,7
6930_8#23,7
13091_4#46,7
15940_7#5,7
19787_5#45,7
13224_7#57,7
16404_7#61,7
13414_3#35,7
21946_6#165,7
22695_3#194,7
14913_5#82,7
15682_8#46,7
15940_7#12,7
21946_6#64,7
15940_5#35,7
34154_7#336,7
11861_5#25,7
11861_1#24,7
15940_6#25,7
10868_6#93,7
21946_6#1,7
11861_4#41,7
11860_5#73,7
14672_3#21,7
12274_5#83,7
22027_1#134,7
17175_4#90,7
19787_5#60,7
9221_4#29,7
15873_8#37,7
19341_2#90,7
15191_6#25,7
22695_3#166,7
13091_3#76,7
13414_3#4,7
9950_3#51,7
14673_3#24,7
15874_8#55,7
21053_8#167,7
12378_4#24,7
10754X187_140620_D00294_0106_AC4FB4ANXX_6,7
13682_1#69,7
12274_5#31,7
16453_2#51,7
13681_1#12,7
22695_3#278,7
22709_8#321,7
15940_7#56,7
21903_8#334,7
15940_6#24,7
12299_2#81,7
16453_2#67,7
6570_1#14,7
7553_6#16,7
13091_4#77,7
6925_2#94,7
15874_8#49,7
21053_8#184,7
21903_8#206,7
13682_2#12,7
13415_1#80,7
14520_8#90,7
13091_3#40,7
21903_8#301,7
15873_6#19,7
15191_7#16,7
22709_8#287,7
11511_7#78,7
6512_2#18,7
15608_3#84,7
15940_3#56,7
11826_3#58,7
6470_4#4,7
11860_1#55,7
11860_5#33,7
12274_5#4,7
5310_1#12,7
22841_4#164,7
13682_1#56,7
7622_4#13,7
12378_4#31,7
15191_5#30,7
22709_8#358,7
16043_2#47,7
19183_3#18,7
9953_7#6,7
15873_6#6,7
22841_3#21,7
24820_2#316,7
6512_4#21,7
11860_8#96,7
16404_8#12,7
12378_4#18,7
16404_8#49,7
11861_3#32,7
15682_5#62,7
22709_8#350,7
21999_8#16,7
22841_2#179,7
6512_4#5,7
14723_6#61,7
12274_6#87,7
21946_6#150,7
13682_2#92,7
15191_8#51,7
19646_1#72,7
11826_4#2,7
21999_8#117,7
23733_1#105,7
15940_7#45,7
6512_6#1,7
14723_6#63,7
6486_5#19,7
22709_8#297,7
22695_3#256,7
17794_4#75,7
12291_5#24,7
14520_8#67,7
12274_5#18,7
14672_3#92,7
22027_1#29,7
22695_3#86,7
7622_5#88,7
6999_4#3,7
4882_8#7,7
14520_8#11,7
16404_8#10,7
6593_2#18,7
22695_3#158,7
13682_1#7,7
21053_8#156,7
6999_6#10,7
6512_5#18,7
11860_1#78,7
13682_1#39,7
15608_4#77,7
19084_8#131,7
6472_7#8,7
16453_3#4,7
21946_6#13,7
16453_3#25,7
23584_8#83,7
15682_2#71,7
15682_8#1,7
6999_3#8,7
21903_8#183,7
12274_5#40,7
24820_2#128,7
11860_6#58,7
15873_4#33,7
6470_4#8,7
19536_2#10,7
7622_3#74,7
17175_8#28,7
15191_7#60,7
22695_3#218,7
12274_5#59,7
19084_7#119,7
12378_4#7,7
6570_1#18,7
22695_3#195,7
22984_8#8,7
6472_7#14,7
8016_3#91,7
11860_1#16,7
21903_6#169,7
9950_3#88,7
13682_2#94,7
17428_8#110,7
12299_2#75,7
10847X3_140926_D00294_0134_AC4P96ANXX_5,7
4882_8#6,7
10868_6#90,7
11511_8#16,7
17175_4#26,7
19787_6#34,7
5192_8#10,7
19084_7#16,7
15608_5#42,7
6952_7#17,7
10754X117_140620_D00294_0106_AC4FB4ANXX_6,7
9221_4#28,7
15608_2#1,7
6486_6#20,7
11826_3#85,7
14566_8#48,7
11826_1#55,7
11860_6#56,7
15873_8#44,7
7553_5#71,7
15874_8#4,7
22027_1#157,7
19341_1#15,7
15191_8#35,7
15608_4#72,7
13682_1#34,7
22984_8#68,7
6470_5#17,7
12837_4#38,7
20402_4#160,7
15874_8#64,7
15191_6#12,7
13710_2#30,7
17150_6#49,7
6593_2#2,7
15940_7#19,7
22984_8#39,7
12299_2#41,7
13710_2#63,7
11860_7#22,7
11826_3#53,7
13682_2#39,7
21053_8#137,7
11860_5#63,7
7622_3#52,7
15940_3#66,7
14566_8#29,7
15191_8#32,7
21946_6#299,7
16404_7#77,7
15873_8#25,7
15940_4#7,7
13091_3#45,7
22709_8#295,7
31919_2#228,7
9221_5#83,7
15191_6#48,7
21946_6#27,7
11861_1#95,7
20427_5#37,7
24775_1#152,7
6930_8#7,7
23495_7#72,7
8016_3#92,7
11860_4#42,7
6925_2#74,7
19536_2#26,7
15940_4#15,7
21946_6#142,7
21946_6#217,7
13224_7#12,7
15873_6#66,7
17794_3#71,7
21903_8#302,7
13091_1#51,7
22695_3#271,7
11893_1#19,7
21946_6#184,7
23584_8#120,7
21903_8#311,7
15191_7#5,7
14672_3#19,7
15682_8#29,7
7553_4#3,7
31588_4#111,7
21946_6#298,7
11657_2#45,7
11893_1#87,7
12837_3#75,7
15191_8#36,7
11826_3#72,7
21903_8#315,7
13091_4#20,7
13682_2#71,7
15940_4#75,7
17150_5#46,7
23495_7#78,7
11861_1#13,7
13091_4#45,7
11861_5#72,7
13682_1#10,7
21946_6#352,7
9950_3#26,7
6472_8#6,7
11826_3#93,7
6486_8#2,7
13091_4#14,7
22276_1#176,7
15191_7#47,7
12274_6#64,7
32139_2#82,7
19787_5#47,7
7622_4#41,7
13682_2#50,7
19646_1#51,7
13091_3#32,7
15940_2#80,7
21946_6#130,7
7622_5#51,7
10868_6#94,7
22695_3#69,7
9953_7#49,7
15940_6#50,7
22841_3#179,7
14520_8#17,7
16404_8#57,7
6999_5#16,7
13091_3#42,7
6486_7#5,7
21946_6#145,7
22695_3#290,7
14566_8#81,7
9221_5#90,7
21946_6#25,7
15874_8#77,7
12274_6#51,7
6486_8#10,7
12274_5#26,7
15940_4#53,7
11860_1#88,7
11860_5#53,7
9953_7#17,7
12299_2#35,7
4882_8#5,7
6472_6#16,7
19536_2#19,7
6512_5#19,7
11861_2#32,7
12274_6#95,7
13091_2#92,7
13091_4#76,7
15531_4#81,7
10847X30_140926_D00294_0134_AC4P96ANXX_5,7
14566_8#47,7
15682_7#58,7
15873_6#26,7
22276_1#185,7
11826_3#66,7
14566_8#34,7
6472_7#12,7
21903_8#272,7
14673_3#52,7
22695_3#134,7
10754X139_140620_D00294_0106_AC4FB4ANXX_6,7
9950_3#7,7
21903_8#342,7
19787_5#53,7
22841_4#66,7
14723_6#83,7
22841_3#102,7
6512_6#14,7
13682_2#56,7
15682_2#48,7
12274_6#27,7
22695_3#284,7
12291_3#66,7
15608_5#50,7
7622_2#31,7
11861_2#12,7
15940_6#27,7
22027_1#99,7
15873_7#41,7
21053_8#60,7
10050_2#8,7
15873_5#40,7
15608_3#87,7
11861_4#21,7
14672_3#72,7
13414_8#43,7
13710_1#10,7
24371_8#209,7
21946_6#17,7
6472_8#14,7
14672_3#66,7
13682_1#19,7
15191_5#20,7
13414_6#81,7
21999_8#35,7
15940_4#77,7
14566_8#28,7
12299_2#6,7
6472_8#5,7
8016_3#93,7
12274_6#22,7
32036_8#216,7
13682_2#76,7
7553_6#17,7
12274_4#80,7
13091_3#83,7
14566_8#36,7
21946_6#335,7
11861_2#40,7
15940_1#63,7
5242_3#7,7
11826_3#95,7
14672_3#38,7
22841_2#62,7
14673_3#61,7
11861_5#87,7
11658_2#77,7
6470_3#15,7
12299_2#68,7
13682_2#19,7
15191_6#62,7
21127_2#91,7
14673_2#19,7
23584_8#79,7
22695_3#226,7
6512_1#20,7
7622_2#41,7
11860_6#75,7
9221_5#73,7
12291_4#85,7
17428_8#109,7
22695_3#222,7
13091_3#56,7
15873_6#74,7
21903_6#182,7
21903_8#355,7
11861_3#28,7
13091_1#90,7
13681_1#73,7
15940_1#52,7
6486_7#6,7
23584_8#62,7
7622_3#76,7
21523_1#125,7
6952_7#21,7
11826_3#69,7
13415_1#81,7
6512_1#19,7
14520_8#59,7
17138_5#71,7
9950_2#75,7
17175_7#71,7
16453_3#69,7
6486_8#5,7
15191_6#52,7
6593_2#23,7
19084_8#107,7
23495_7#70,7
11860_4#4,7
9221_5#81,7
7553_4#22,7
22667_8#74,7
13682_2#62,7
22984_8#30,7
15191_6#68,7
21903_8#102,7
15873_8#24,7
13414_2#6,7
13415_1#79,7
32139_3#348,7
14520_8#31,7
15940_4#55,7
15608_3#56,7
22695_3#19,7
15191_5#8,7
15191_8#40,7
6470_5#3,7
13091_4#12,7
13091_4#10,7
18787_3#33,7
21946_6#363,7
14672_3#67,7
10754X80_140620_D00294_0106_AC4FB4ANXX_5,7
21053_8#111,7
12299_2#83,7
15873_7#27,7
21903_8#103,7
13682_1#12,7
17059_7#93,7
13091_4#40,7
15940_2#50,7
15873_8#86,7
14520_8#63,7
32036_8#132,7
11860_6#62,7
15940_1#74,7
20402_4#41,7
13682_1#76,7
21485_1#74,7
15191_5#23,7
6952_7#14,7
15873_7#5,7
11826_3#16,7
21903_8#66,7
22841_3#18,7
6472_5#12,7
7622_3#82,7
11826_4#50,7
15873_6#12,7
11860_1#74,7
15874_8#78,7
22709_8#298,7
10050_2#87,7
5159_3#10,7
21903_6#167,7
6470_5#23,7
14566_8#61,7
11860_8#95,7
11822_1#72,7
11826_1#72,7
9950_3#81,7
21903_8#182,7
6512_4#1,7
11657_2#21,7
31537_1#253,7
14566_8#52,7
11826_3#77,7
12299_2#15,7
14520_7#94,7
21946_6#106,7
22984_8#11,7
15873_4#80,7
21946_6#102,7
22709_8#290,7
14672_3#40,7
6472_6#10,7
15940_2#78,7
23584_8#101,7
13091_3#37,7
14672_3#20,7
15608_2#70,7
22841_1#122,7
13682_1#94,7
11860_6#49,7
11860_6#12,7
14672_3#52,7
15608_3#57,7
15940_7#4,7
15608_2#51,7
6930_8#16,7
11860_5#76,7
15682_7#15,7
11860_5#52,7
13091_4#71,7
21903_8#197,7
14673_2#67,7
17870_7#178,8
6899_6#15,8
15378_4#51,8
14913_4#12,8
32640_3#144,8
13470_1#43,8
17870_8#173,8
14936_4#42,8
24861_1#26,8
17150_6#34,8
17059_6#2,8
20427_5#16,8
32036_8#72,8
17870_7#52,8
22841_1#28,8
15682_3#54,8
28177_3#345,8
7001_2#18,8
31919_2#241,8
31958_2#345,8
7622_2#18,8
24861_1#146,8
15531_3#94,8
14520_4#63,8
19084_7#164,8
22841_1#21,8
13414_3#10,8
31919_2#75,8
32139_2#262,8
15531_2#62,8
11861_4#62,8
18456_1#86,8
7622_5#93,8
18090_1#111,8
8016_3#58,8
15995_1#41,8
14913_5#83,8
15531_2#92,8
15191_5#63,8
32036_8#98,8
32820_2#19,8
21946_6#314,8
21999_8#73,8
15682_3#8,8
9221_5#52,8
13415_7#51,8
24371_8#196,8
3379_3#6,8
20402_4#34,8
15841_4#40,8
16399_6#71,8
15873_8#70,8
19536_2#45,8
22841_4#165,8
28177_3#266,8
14555_3#85,8
31919_2#160,8
19084_8#136,8
15378_4#84,8
15841_4#93,8
15873_1#15,8
20925_3#15,8
22841_4#40,8
28177_3#33,8
32036_8#333,8
20402_4#12,8
32036_8#74,8
14412_1#46,8
14913_5#4,8
31919_2#185,8
22841_1#114,8
31958_2#331,8
24775_1#240,8
12837_4#36,8
21999_8#132,8
22027_1#149,8
15873_1#62,8
17870_8#185,8
23495_7#57,8
6899_7#22,8
32139_2#242,8
6983_8#86,8
19084_7#52,8
32139_2#90,8
15874_1#12,8
22841_2#67,8
18456_1#46,8
23733_1#135,8
6710_8#21,8
14410_8#10,8
22841_1#145,8
15995_1#109,8
20427_5#71,8
31919_2#383,8
17175_5#55,8
22276_1#24,8
14566_4#79,8
31919_2#128,8
28516_1#280,8
6486_5#22,8
12162_1#46,8
18090_1#82,8
24861_1#59,8
17428_8#64,8
15531_4#59,8
9789_3#91,8
19536_2#37,8
4350_6#4,8
24861_1#43,8
9221_3#83,8
17966_5#18,8
14936_5#45,8
17175_4#2,8
6775_1#24,8
29330_2#114,8
19084_7#118,8
19536_2#34,8
28177_3#205,8
14410_8#75,8
20402_4#108,8
13091_6#40,8
28042_2#144,8
22709_8#329,8
6938_3#23,8
20427_4#45,8
14913_4#36,8
17150_4#5,8
17150_6#5,8
9221_5#21,8
14936_6#81,8
20402_4#11,8
14566_4#37,8
31919_2#248,8
28832_1#205,8
7011_3#12,8
17138_3#7,8
22841_3#90,8
13415_7#75,8
32139_3#189,8
15531_7#29,8
28177_3#98,8
32139_2#56,8
6972_8#50,8
9789_3#7,8
17175_8#89,8
13353_7#47,8
22841_1#44,8
10868_6#61,8
11657_8#2,8
15940_5#55,8
14673_1#61,8
15873_5#79,8
28516_1#12,8
14936_6#71,8
22841_1#174,8
32139_2#20,8
9262_4#22,8
15378_3#66,8
8016_3#59,8
15995_2#60,8
19183_3#45,8
21127_1#164,8
22841_3#16,8
28516_1#51,8
7622_4#37,8
21523_1#133,8
12837_3#10,8
12837_3#2,8
14555_4#48,8
28516_1#246,8
6972_7#27,8
24861_1#179,8
24861_1#190,8
32139_3#77,8
19084_8#114,8
24775_1#338,8
21523_1#115,8
17150_5#66,8
20402_4#87,8
32036_8#140,8
21999_7#103,8
24820_2#320,8
6972_7#41,8
15841_2#2,8
22841_4#139,8
14410_7#51,8
15995_2#5,8
32139_3#305,8
15841_4#19,8
15873_4#68,8
13414_8#70,8
15873_3#53,8
14936_6#84,8
29330_2#157,8
31958_2#382,8
32820_2#224,8
13414_2#92,8
13414_3#90,8
24861_1#1,8
32139_2#364,8
32036_8#286,8
12837_2#80,8
21127_2#106,8
14913_5#75,8
14520_4#62,8
12162_1#13,8
15841_2#30,8
29330_2#165,8
17059_8#94,8
14673_4#18,8
14913_4#39,8
6512_1#15,8
3379_6#6,8
9221_3#41,8
14936_6#64,8
12291_6#18,8
25052_8#7,8
13415_4#41,8
11658_1#28,8
18456_1#124,8
20427_5#63,8
22841_1#19,8
29330_2#169,8
32139_2#100,8
19183_3#183,8
15731_8#57,8
14566_4#11,8
14913_5#13,8
17966_5#21,8
14410_8#65,8
14673_4#58,8
15995_1#101,8
13415_4#8,8
15531_5#28,8
16399_5#14,8
24861_1#225,8
6925_6#18,8
28177_3#10,8
10847X18_140926_D00294_0134_AC4P96ANXX_5,8
17150_6#10,8
14566_5#83,8
6680_8#6,8
28042_2#54,8
17150_6#48,8
15940_6#84,8
23430_1#132,8
32139_3#23,8
19084_7#34,8
13415_8#22,8
28042_2#14,8
24820_2#333,8
32036_8#122,8
15531_3#40,8
9221_4#36,8
22841_4#83,8
31919_2#47,8
15873_6#40,8
22114_6#39,8
24820_2#343,8
28042_2#197,8
31958_2#154,8
17175_5#76,8
24775_1#112,8
12837_1#61,8
22276_1#117,8
14410_8#79,8
15531_2#8,8
20402_4#103,8
3850_3#6,8
22841_2#52,8
32139_2#311,8
14566_5#43,8
14555_4#57,8
24861_1#170,8
21999_8#172,8
13415_5#62,8
9262_4#9,8
12290_3#64,8
14913_5#33,8
22841_3#82,8
17138_3#51,8
18090_1#183,8
15940_6#17,8
21946_6#135,8
15873_8#85,8
17150_4#48,8
17794_7#44,8
32820_2#248,8
32820_2#301,8
6925_3#22,8
17175_8#5,8
7553_4#19,8
9262_3#11,8
28420_2#317,8
19084_8#83,8
31958_2#342,8
11658_8#12,8
13415_7#47,8
17059_6#91,8
15995_2#36,8
17870_7#90,8
6949_3#5,8
19536_2#46,8
10395_5#56,8
32139_7#310,8
15841_5#39,8
15682_5#41,8
17870_8#172,8
21946_6#177,8
28177_3#25,8
32820_2#340,8
15940_7#10,8
17966_5#126,8
32820_2#15,8
15191_8#41,8
28042_2#104,8
12837_4#14,8
17059_8#57,8
13414_8#55,8
12837_1#77,8
15940_7#66,8
22027_1#40,8
32036_8#40,8
6731_2#18,8
4370_1#6,8
22841_3#153,8
14412_2#91,8
6930_7#5,8
17794_8#17,8
32820_2#60,8
24861_1#148,8
15873_4#26,8
13415_7#39,8
32820_2#124,8
14723_2#39,8
32139_3#242,8
15841_1#33,8
12837_2#82,8
24775_1#10,8
15841_3#93,8
14520_5#18,8
14520_7#4,8
12838_1#66,8
31919_2#80,8
9221_3#70,8
18456_1#150,8
15378_3#14,8
19341_3#7,8
13415_8#43,8
17870_7#53,8
24861_1#100,8
15995_2#191,8
6925_1#65,8
14520_6#37,8
14913_4#77,8
15841_6#41,8
17059_7#91,8
15940_4#56,8
31958_2#309,8
19183_3#24,8
32139_4#161,8
12838_1#76,8
4995_6#9,8
12299_2#17,8
9221_5#13,8
13414_1#42,8
28042_2#293,8
31919_2#278,8
22841_2#174,8
31919_2#363,8
13681_1#46,8
17175_6#57,8
17175_6#84,8
18090_1#57,8
14673_4#16,8
15873_3#50,8
17175_5#5,8
19341_3#48,8
28177_3#177,8
13681_1#47,8
28516_1#197,8
32139_2#130,8
17175_7#64,8
15682_5#46,8
13091_6#34,8
7622_4#47,8
24936_1#13,8
21127_2#67,8
23584_8#58,8
15531_5#6,8
15995_2#38,8
17150_4#74,8
22841_3#6,8
21999_8#62,8
17150_6#24,8
22841_3#28,8
21999_7#104,8
17966_5#9,8
15531_3#74,8
21127_1#146,8
20402_4#178,8
24861_1#85,8
24861_1#194,8
17794_8#143,8
24861_1#73,8
9950_1#37,8
18090_1#145,8
28177_3#45,8
15731_8#35,8
15841_2#16,8
14673_5#73,8
15940_3#40,8
17870_7#67,8
11893_1#21,8
19341_2#57,8
12162_1#82,8
22027_1#39,8
22114_6#47,8
8016_3#27,8
28042_2#2,8
14520_6#22,8
6730_3#19,8
15378_4#74,8
15841_4#26,8
13415_5#64,8
22841_1#68,8
14520_5#91,8
12162_1#67,8
16453_3#71,8
17870_7#110,8
29102_1#317,8
32820_2#265,8
24371_8#47,8
12274_5#64,8
14412_1#25,8
15841_4#45,8
21999_8#131,8
22695_3#309,8
9716_7#44,8
24861_1#195,8
12290_3#45,8
7622_3#93,8
16453_3#56,8
24497_7#118,8
24861_1#152,8
17175_8#68,8
31958_2#283,8
13415_7#33,8
17150_6#92,8
10395_5#39,8
31664_1#336,8
9950_2#11,8
22027_1#31,8
3379_8#10,8
21127_2#185,8
21999_8#148,8
17175_5#70,8
17175_4#86,8
15841_4#85,8
19341_1#17,8
31919_2#252,8
32139_3#290,8
18456_1#50,8
22667_8#27,8
14936_6#38,8
31919_2#8,8
12299_1#78,8
14412_1#77,8
17175_8#40,8
19341_1#14,8
12378_4#39,8
14257_1#79,8
32139_3#149,8
15940_5#80,8
14673_3#30,8
7553_4#11,8
3850_5#9,8
19183_3#175,8
12162_1#91,8
15841_5#84,8
13353_7#59,8
22841_3#54,8
15940_6#3,8
17059_6#16,8
22027_1#140,8
15873_8#40,8
6753_4#11,8
7011_6#4,8
17175_8#67,8
13414_3#84,8
22027_1#104,8
28516_1#249,8
6631_2#23,8
17870_8#188,8
6983_4#76,8
14412_2#20,8
15995_1#74,8
28420_2#50,8
14520_4#15,8
22114_6#40,8
17870_8#167,8
24861_1#65,8
12291_5#3,8
22027_1#14,8
19084_7#28,8
31958_2#148,8
22027_1#150,8
32139_7#244,8
15277_1#20,8
28177_3#368,8
31958_2#237,8
15873_5#13,8
7004_5#6,8
15940_7#50,8
24820_2#311,8
19341_1#134,8
28177_3#35,8
12290_2#41,8
15841_3#91,8
29330_2#161,8
27119_1#171,8
24861_1#182,8
12837_2#50,8
24861_1#2,8
7553_5#92,8
13353_7#38,8
18456_1#85,8
15873_6#70,8
18456_1#93,8
15940_5#63,8
21127_1#178,8
15841_3#39,8
15940_5#73,8
24861_1#102,8
28042_2#313,8
17059_6#62,8
6631_1#8,8
23164_8#96,8
24775_1#125,8
22276_1#104,8
6736_4#8,8
32036_8#222,8
14410_7#3,8
21127_1#144,8
28420_2#222,8
28516_1#291,8
17175_8#90,8
13353_7#3,8
9262_4#21,8
9789_4#28,8
12837_5#13,8
32036_8#114,8
14410_8#92,8
15873_4#64,8
10395_5#41,8
15995_2#77,8
12291_4#48,8
17175_4#54,8
19341_2#47,8
29330_2#22,8
6949_3#1,8
14936_5#84,8
24861_1#157,8
17428_8#31,8
17870_8#169,8
24775_1#38,8
24820_2#357,8
15873_8#53,8
16399_7#60,8
15873_4#37,8
17175_4#30,8
20427_5#23,8
21999_8#108,8
32139_3#54,8
31958_2#281,8
9221_3#25,8
9950_1#45,8
17966_5#107,8
3379_5#9,8
6259_6#6,8
24861_1#176,8
17150_4#2,8
15841_2#53,8
12162_1#27,8
32036_8#21,8
21127_2#167,8
17059_6#58,8
19536_2#14,8
15682_3#53,8
19341_2#59,8
28516_1#170,8
13710_1#42,8
12837_2#33,8
16453_2#63,8
22841_1#54,8
24775_1#291,8
22114_6#57,8
14913_3#90,8
22027_1#86,8
14913_5#45,8
15940_7#72,8
17870_7#69,8
15731_8#62,8
14555_3#33,8
19646_1#18,8
28177_3#274,8
12378_2#14,8
13414_1#20,8
15841_3#12,8
22695_3#174,8
24861_1#35,8
14936_6#55,8
22841_1#173,8
24861_1#49,8
17138_4#23,8
15873_6#82,8
14936_6#80,8
22841_1#70,8
9262_4#55,8
22114_6#71,8
13414_8#7,8
14913_6#7,8
14673_3#82,8
24861_1#94,8
17175_7#59,8
6972_7#64,8
8016_3#77,8
14566_5#69,8
6805_1#18,8
15873_6#13,8
12837_3#67,8
19084_7#160,8
32640_3#148,8
13470_1#84,8
17150_6#68,8
6630_1#11,8
31958_2#96,8
32139_2#75,8
15378_4#83,8
12837_5#39,8
13414_3#44,8
14913_2#59,8
15378_2#37,8
15841_4#58,8
15841_3#64,8
13414_1#9,8
14673_4#70,8
14410_8#23,8
15995_1#172,8
6755_4#1,8
16453_3#79,8
32820_2#348,8
28420_2#42,8
14520_5#2,8
15378_4#29,8
23733_1#116,8
17870_7#46,8
15841_5#49,8
17794_7#76,8
15995_2#44,8
20402_4#172,8
31958_2#257,8
28177_3#188,8
15841_1#3,8
28516_1#337,8
13681_1#35,8
22027_1#84,8
17059_6#50,8
28516_1#347,8
9803_7#57,8
22667_8#7,8
28522_3#266,8
31958_2#359,8
17175_4#12,8
19646_1#100,8
15873_8#39,8
15940_5#81,8
7068_2#25,8
13415_7#5,8
19084_8#87,8
13224_7#37,8
31919_2#45,8
6830_3#13,8
6972_3#14,8
6736_4#15,8
6664_1#10,8
9789_5#15,8
17966_5#6,8
10754X94_140620_D00294_0106_AC4FB4ANXX_5,8
15682_5#33,8
15841_3#46,8
15873_3#47,8
19341_1#49,8
28042_2#205,8
19341_3#119,8
6755_1#3,8
18090_1#115,8
29330_2#236,8
15841_4#5,8
32139_2#64,8
12378_2#15,8
13710_2#3,8
15731_8#9,8
24861_1#45,8
24820_2#341,8
21999_8#155,8
15378_2#2,8
17870_7#74,8
19084_7#39,8
19084_7#99,8
29102_1#251,8
17059_8#13,8
14520_7#56,8
28420_2#213,8
14520_5#43,8
15995_2#141,8
6983_6#26,8
28177_3#275,8
15731_8#42,8
17150_4#1,8
21999_8#149,8
32036_8#178,8
32036_8#369,8
14410_7#63,8
17059_6#65,8
19341_2#32,8
7038_5#22,8
31958_2#160,8
28042_2#221,8
17059_6#28,8
19183_3#119,8
22841_4#161,8
28516_1#252,8
19536_2#41,8
15841_2#79,8
14913_5#52,8
21999_7#108,8
